"","Street.Name","From","To","Block","Ward","Overall","Crack","Patch","Length","Width","Date.R8d","DLO","P","O.L","Flush_Oil","Class","Pvmt"
"1878","Jamesville Ave","Vincent","Thurber","500700","19",5,3,2,330,NA,"5/14","1980","",NA,"F","Local","No Base Full Asphalt"
"1879","Jamesville Ave","Thurber","Butler","800","19",6,3,4,423,NA,"5/14","1980","",NA,"O","Local","No Base Full Asphalt"
"1880","Jamesville Ave","Butler","Comstock","900","19",5,3,3,1128,NA,"5/14","1980","",NA,"O","Local","No Base Full Asphalt"
"1881","Jamesville Ave","Comstock","Pine Grove","1000","19",5,3,3,540,NA,"5/14","1992","",NA,"O","Collector","No Base Full Asphalt"
"1882","Jamesville Ave","Pine Grove","Tejah","1100","19",4,2,3,355,NA,"5/14","1992","",NA,"O","Collector","No Base Full Asphalt"
"1883","Jamesville Ave","Tejah","Ainsley","1200","19",3,3,1,1055,NA,"5/14","1992","",NA,"O","Collector","No Base Full Asphalt"
"1884","Jamesville Ave","Ainsley","city line","1300","14",4,2,2,1014,22,"5/14","1992","",NA,"O","Local","Base and Curbs"
"1885","Janet Dr","Euclid","Hillcrest","100","17",3,1,3,500,32,"6/15","2000","",NA,"O","Local","Base and Curbs"
"1886","Janet Dr","Hillcrest","city line","200","17",2,1,3,234,32,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1887","Jasper Pl.","Highland","Seward","100","4",3,2,2,415,14,"5/15","1996","",NA,"F","Local","No Base 3 Asphalt"
"1888","Jasper St.","Highland","Beecher","100","4",6,2,3,1320,25,"5/15","1998","",NA,"F","Local","No Base 3 Asphalt"
"1889","Jasper St.","Beecher","Oak","200","4",5,2,3,1300,25,"5/15","1998","",NA,"F","Local","No Base 3 Asphalt"
"1890","Jasper St.","Oak","dead end","300","4",2,1,2,300,25,"5/15","1998","",NA,"F","Local","Base and Curbs"
"1891","Jean St","Jamesville","dead end","100","14",6,3,4,712,26,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1892","Jefferson St","Salina","Warren","100","9",5,3,2,357,48,"4/14","2002","1997",NA,"F","Collector","No Base 3 Asphalt"
"1893","Jefferson St","Warren","Montgomery","200","9",5,2,2,372,48,"4/15","2002","",NA,"F","Collector","No Base 3 Asphalt"
"1894","Jefferson St","Montgomery","State","300","15",5,3,2,516,48,"4/14","2002","1997",NA,"F","Local","No Base 3 Asphalt"
"1895","Jefferson St","Salina","Clinton","100","9",5,3,2,319,38,"4/14","1980","",NA,"F","Collector","No Base 3 Asphalt"
"1896","Jefferson St","Clinton","Franklin","200","9",5,2,3,532,38,"4/14","2001","",NA,"F","Collector","No Base 3 Asphalt"
"1897","Jefferson St","Franklin","Clinton(circle)","300","9",7,4,3,885,38,"4/14","2005","",NA,"F","Local","No Base 3 Asphalt"
"1898","Jefferson St. W.","West St","east to dead end","400","8",6,3,3,318,38,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1899","Jerome St","Wescott","Roosevelt","100","17",7,3,5,300,27,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1900","Jerome St","Roosevelt","Miles","200","17",5,3,4,324,27,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1901","John St","Lodi","Park","100","3",7,4,3,1210,34,"4/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"1902","John St","Park","Carbon","200","3",6,3,3,477,34,"4/15","2006","",NA,"F","Local","No Base 3 Asphalt"
"1903","John St.","Carbon","Spring (brick)","300","3",3,5,1,312,34,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1904","John St.","Spring","Gilbert","400","3",5,4,2,350,34,"4/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"1905","John St.","Gilbert","First North","500","3",6,2,4,310,34,"4/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"1906","John St.","First North","Griffiths","600","3",4,2,2,315,34,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1907","Josephine St.","Butternut","Ash","100","3",5,3,4,686,33,"4/14","1993","",NA,"O","Local","Base and Curbs"
"1908","Judson St","Greenwood","Beech","100","17",8,3,5,446,25,"6/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"1909","Juneway Rd","Winkworth","Westwood","100","11",7,3,5,792,20,"4/14","2003","",NA,"O","Local","Base and Curbs"
"1910","Kandace St","W. Onondaga","Bellevue","100","11",6,3,4,313,24,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1911","Kane Rd","Willis","Emerson","100","7",2,2,1,264,24,"4/15","1980","",NA,"O","Local","Base and Curbs"
"1912","Kappesser St","Griffiths","Williston","100","3",8,5,3,686,27,"4/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"1913","Keen Pl","Onon. Crk. Blvd.","Valley Dr.","100","13",6,3,3,634,32,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1914","Kellogg St","Slocum","Congress","100","10",9,5,5,625,25,"9/14","2013","1993",NA,"F","Local","No Base 3 Asphalt"
"1915","Kellogg St","Congress","Massena","200","10",8,5,4,880,25,"9/14","2012","1993",NA,"F","Local","No Base 3 Asphalt"
"1916","Kellogg St","Massena","Delaware","300","10",8,5,4,700,25,"9/14","2013","1993",NA,"F","Local","No Base 3 Asphalt"
"1917","Kenmore Ave","W. Newell","W. Ostrander","100200","13",6,3,3,1162,30,"4/15","1980","",NA,"O","Local","No Base 3 Asphalt"
"1918","Kennedy St E","S. Salina","S. State","100","18",4,3,2,519,32,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1919","Kennedy St E","S. State","Oakwood","200","18",5,3,2,516,32,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1920","Kennedy St E","Oakwood","Leon","300","18",5,4,2,354,32,"4/15","1980","",NA,"O","Local","Base and Curbs"
"1921","Kennedy St., W.","Salina","Landon","100","18",4,2,1,616,30,"5/14","1996","",NA,"F","Local","No Base 3 Asphalt"
"1922","Kennedy St., W.","Landon","Midland","200","18",4,2,2,880,30,"5/14","1996","",NA,"F","Local","No Base 3 Asphalt"
"1923","Kennedy St., W.","Midland","South","300","12",6,3,2,1495,31,"3/14","1998","",NA,"F","Local","No Base 3 Asphalt"
"1924","Kennedy St., W.","South","Crescent","400","12",5,3,2,528,30,"3/14","1980","",NA,"O","Local","Base and Curbs"
"1925","Kensington Pl","Kensington Rd.","Broad","100","16",5,3,2,453,28,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1926","Kensington Pl","Broad","Andover","200","19",5,3,2,890,28,"5/14","1980","",NA,"F","Local","Base and Curbs"
"1927","Kensington Pl","Andover","Meadowbrook","300","19",6,3,4,747,28,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1928","Kensington Rd","Ackerman","Lancaster","100","16",7,3,4,234,24,"4/14","2001","",NA,"O","Local","Base and Curbs"
"1929","Kensington Rd","Lancaster","Buckingham","200","16",6,2,4,405,24,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1930","Kensington Rd","Buckingham","Kensington Pl.","300","16",6,3,3,480,24,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1931","Kensington Rd","Kensington Pl.","Wescott","400","17",5,2,2,400,24,"5/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1932","Kensington Rd","Wescott","Roosevelt","500","17",3,2,1,382,24,"5/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1933","Kensington Rd","Roosevelt","Miles","600","17",5,2,2,380,24,"5/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1934","Kenwick Dr","Grant Blvd.","Listman","100","3",6,3,5,861,25,"4/14","1989","",NA,"O","Local","Base and Curbs"
"1935","Kenwick Dr","Listman","Bender","200","3",6,3,3,591,25,"4/14","1989","",NA,"O","Local","Base and Curbs"
"1936","Kenwick Dr","Bender","city line","300","3",5,3,3,950,25,"4/14","1989","",NA,"O","Local","Base and Curbs"
"1937","Kenwood Ave","Court","Cadillac","100","1",4,3,2,858,25,"4/14","1989","",NA,"O","Local","Base and Curbs"
"1938","Kenwood Ave","Cadillac","Ellen","200","1",4,2,4,400,25,"4/14","1989","",NA,"O","Local","Base and Curbs"
"1939","Kenwood Ave","Ellen","Lemoyne","300","1",4,2,3,365,25,"4/14","1989","",NA,"O","Local","Base and Curbs"
"1940","Kidd Ave","Peat","dead end","100","6",6,3,5,662,20,"4/14","1996","",NA,"O","Local","Base and Curbs"
"1941","Killian Dr","Guilford","Kimber","100","17",6,3,4,443,27,"5/14","1997","",NA,"O","Local","Base and Curbs"
"1942","Kimber Ave","Valley","Smith","100","13",6,4,3,499,22,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1943","Kimber Ave","Smith","Ames","200","13",5,3,3,675,22,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1944","Kimber Rd","Meadowbrook","Euclid","100","17",7,3,5,1260,29,"5/14","2004","",NA,"O","Minor Arterial","Base and Curbs"
"1945","Kimber Rd","Euclid","Lockwood","200","17",7,3,5,372,30,"5/14","1997","",NA,"O","Minor Arterial","Base and Curbs"
"1946","Kimber Rd","Lockwood","Killian Dr.","300","17",7,3,4,378,30,"5/14","1997","",NA,"O","Minor Arterial","Base and Curbs"
"1947","Kimber Rd","Killian Dr.","City Line","400","17",7,3,4,115,30,"5/14","1997","",NA,"O","Minor Arterial","Base and Curbs"
"1948","Kincaid Ave","Avery","city line","100","7",5,3,2,317,0,"6/14","1990","",NA,"O","Local","Base and Curbs"
"1949","King St","Temple","Taylor","100","18",10,5,5,860,27,"10/13","2013","",NA,"F","Local","No Base 3 Asphalt"
"1950","King St","Taylor","Oneida","200","18",10,5,5,460,27,"10/13","2013","",NA,"F","Local","No Base 3 Asphalt"
"1951","Kingsley Pl.","Lewis","dead end","100","7",3,2,4,1003,NA,"4/15","2006","1992",NA,"O","Local","No Base Full Asphalt"
"1952","Kinne St","Teall","Sunstruck","100","5",6,3,4,282,27,"4/14","1997","",NA,"O","Local","Base and Curbs"
"1953","Kinne St","Sunstruck","Hixson","200","5",7,3,4,350,27,"4/14","2005","",NA,"O","Local","Base and Curbs"
"1954","Kinne St","Hixson","St. Anne","300","5",5,3,4,340,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1955","Kirk Ave","S. Salina","Landon","100","18",6,4,3,546,27,"4/15","2002","1996",NA,"F","Local","No Base 3 Asphalt"
"1956","Kirk Ave","Landon","Midland","200","18",5,4,2,880,27,"4/15","2002","1996",NA,"F","Local","No Base 3 Asphalt"
"1957","Kirk Ave","Midland","Kirk Park Dr.","300","19",3,2,1,1155,27,"3/15","1996","",NA,"F","Local","No Base 3 Asphalt"
"1958","Kirk Ave","Kirk Park Dr.","South","400","19",4,2,3,482,27,"5/14","1996","",NA,"F","Local","No Base 3 Asphalt"
"1959","Kirkpatrick St., E.","State","Salina","200","2",7,4,3,410,27,"4/14","2006","1985",NA,"F","Local","Base and Curbs"
"1960","Kirkpatrick St., E.","Salina","N. Alvord","300","2",3,2,3,500,27,"4/14","1985","",NA,"F","Local","Base and Curbs"
"1961","Kirkpatrick St., E.","N. Alvord","Park","400","1",6,3,2,525,27,"4/14","1998","1985",NA,"F","Local","No Base 3 Asphalt"
"1962","Kirkpatrick St., E.","Park","Carbon","500","1",5,3,2,500,27,"4/14","1985","",NA,"F","Local","No Base 3 Asphalt"
"1963","Kirkpatrick St., E.","Carbon","Spring","600","1",7,4,3,320,27,"4/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"1964","Kirkpatrick St., E.","Spring","First North","700","1",8,5,3,495,27,"4/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"1965","Kirkpatrick St., E.","First North","Second North","800","1",8,4,4,500,27,"4/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"1966","Kirkpatrick St., E.","Second North","Grant Blvd","900","1",6,3,4,875,27,"4/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"1967","Kirkpatrick St., E.","Grant Blvd","Michaels Ave","1000","1",7,4,5,515,39,"4/15","1980","",NA,"O","Local","Base and Curbs"
"1968","Kirkpatrick St., E.","Michaels Ln.","Hood Ave.","1100","1",6,3,4,555,39,"4/15","1980","",NA,"O","Local","Base and Curbs"
"1969","Kirkpatrick St., W.","Solar","bridge","200","2",7,3,4,470,28,"4/14","1980","",NA,"F","Local","No Base Full Asphalt"
"1970","Kirkpatrick St., W.","bridge","Van Rennselaer","300","2",7,3,4,1350,28,"4/15","2012","",NA,"F","Local","No Base Full Asphalt"
"1971","Kirkpatrick St., W.","Van Rennselaer","Geddes","400","2",8,4,5,581,12,"9/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1972","Kirkwood Pl","W. Colvin","dead end","100","19",4,3,2,309,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1973","Kline St","Wendell","Brattle Rd.","100","4",8,4,4,306,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1974","Kline St","Brattle Rd.","Durston","200","4",6,3,3,396,27,"4/14","2005","",NA,"F","Local","No Base 3 Asphalt"
"1975","Knaul St","Butternut","Highland St","100","4",7,4,3,312,27,"4/14","2005","",NA,"F","Local","No Base 3 Asphalt"
"1976","Knaul St","Highland St","Hier","200","4",7,3,4,219,27,"4/14","2005","",NA,"F","Local","No Base 3 Asphalt"
"1977","Knaul St","Hier","Grumbach","300","4",6,3,4,381,25,"4/15","1980","",NA,"O","Local","Base and Curbs"
"1978","Kramer Dr","Crestview","Maris","100","13",7,3,5,411,25,"4/15","1980","",NA,"O","Local","Base and Curbs"
"1979","Kramer Dr","Maris","Riverdale","200","13",6,3,3,314,25,"4/15","1980","",NA,"O","Local","Base and Curbs"
"1980","Kramer Dr","Riverdale","dead end","300","13",6,3,3,1003,27,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"1981","Kuhl Ave","Court","Hillside","100","3",6,4,3,211,11,"4/15","2002","1993",NA,"O","Local","Base and Curbs"
"1982","Lacy Pl","Washington Sq.","Carbon","100","1",8,4,5,317,35,"6/15","1980","",NA,"F","Local","Base and Curbs"
"1983","Lafayette Ave E","S. Salina","dead end","100","14",3,2,1,900,30,"6/15","1980","",NA,"F","Local","Base and Curbs"
"1984","Lafayette Ave W","S. Salina","Cannon","100","14",4,2,2,768,30,"6/15","1980","",NA,"F","Local","Base and Curbs"
"1985","Lafayette Ave W","Cannon","Midland","200","14",4,2,2,1060,31,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1986","Lafayette Ave W","Midland","Richardson","300","14",5,2,2,310,31,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1987","Lafayette Ave W","Richardson","Kirk Park Dr.","500","14",5,3,5,638,22,"4/15","1996","",NA,"O","Local","Base and Curbs"
"1988","Lafayette Ave W","Hunt","Bishop","700","13",7,4,4,815,22,"4/15","1996","",NA,"O","Local","Base and Curbs"
"1989","Lafayette Rd","E. Brighton","City Line","","14",6,3,3,5122,24,"6/15","1988","",NA,"O","Collector","No Base 3 Asphalt"
"1990","LaForte Ave","Geddes","Arthur","300","11",5,4,2,393,27,"3/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1991","LaForte Ave","Arthur","Duane","400","11",6,4,2,339,27,"3/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1992","Lakeview Ave","Liberty","Richmond","100","2",5,3,3,990,27,"4/14","2002","",NA,"F","Local","No Base 3 Asphalt"
"1993","Lakeview Ave","Richmond","Apple","200","2",6,4,2,550,27,"4/14","2000","",NA,"F","Local","No Base 3 Asphalt"
"1994","Lakeview Ave","Apple","Park","300","2",4,2,2,550,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1995","Lamson St.","James","Tyson","100","5",8,3,5,686,24,"4/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"1996","Lancaster Ave.","Clarendon","Euclid","700","16",8,4,4,700,30,"4/14","2005","",NA,"F","Local","No Base 3 Asphalt"
"1997","Lancaster Ave.","Euclid","Stratford","800","16",5,2,3,810,30,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1998","Lancaster Ave.","Stratford","Kensington","900","16",3,2,2,780,30,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1999","Lancaster Ave.","Kensington","Broad","1000","16",5,3,3,680,30,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"2000","Lancaster Ave.","Broad","Hertford","1100","19",6,3,3,627,36,"5/14","1986","",NA,"F","Local","No Base 3 Asphalt"
"2001","Lancaster Ave.","Hertford","Andover","1200","19",6,3,4,282,36,"5/14","1986","",NA,"F","Local","No Base 3 Asphalt"
"2002","Lancaster Ave.","Andover","Meadowbrook","1300","19",6,3,3,1129,36,"5/14","1986","",NA,"F","Local","No Base 3 Asphalt"
"2003","Lancaster Ave.","Meadowbrook","Colvin","1400","19",6,3,3,1024,36,"5/14","1986","",NA,"F","Local","No Base 3 Asphalt"
"2004","Lancaster Pl","Haffenden","Lancaster","100","19",8,4,5,264,27,"5/14","1980","",NA,"F","Local","Base and Curbs"
"2005","Landmark Pl.","Townsend","dead end","100","15",2,2,2,213,20,"6/14","1980","",NA,"O","Local","Base and Curbs"
"2006","Landon Ave","W. Kennedy","Kirk Ave","100","18",5,3,2,387,27,"3/15","2002","1996",NA,"F","Local","No Base 3 Asphalt"
"2007","Landon Ave","Kirk Ave","McLennan","200","18",5,3,2,327,27,"3/15","2002","1996",NA,"F","Local","No Base 3 Asphalt"
"2008","Landon Ave","McLennan","Borden","300","19",6,4,2,325,27,"3/15","2002","1996",NA,"F","Local","No Base 3 Asphalt"
"2009","Landon Ave","Borden","Beard","400","19",6,3,3,320,27,"3/15","2002","1996",NA,"F","Local","No Base 3 Asphalt"
"2010","Larned St","Oneida","dead end","100","10",4,2,2,317,25,"4/14","2000","",NA,"F","Local","No Base 3 Asphalt"
"2011","Latter Dr","Searlwyn","Brampton","100","14",6,3,4,363,25,"6/15","1995","",NA,"O","Local","Base and Curbs"
"2012","Latter Dr","Brampton","E. Warrington","200","14",5,3,5,717,25,"6/15","1995","",NA,"O","Local","Base and Curbs"
"2013","Latter Dr","E. Warrington","E. Cheltenham","300","14",5,3,5,346,25,"6/15","1995","",NA,"O","Local","Base and Curbs"
"2014","Latter Dr","E. Cheltenham","Weymouth","400","14",5,3,5,285,25,"6/15","1995","",NA,"O","Local","Base and Curbs"
"2015","Laurel St","N. Salina/Salt","N. State","100","9",7,4,4,179,27,"6/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"2016","Laurel St.","N. State","Prospect","200","9",6,3,4,354,27,"4/15","2003","",NA,"F","Local","No Base 3 Asphalt"
"2017","Laurel St.","Townsend","McBride","400","9",6,4,3,363,27,"4/14","1980","",NA,"O","Local","No Base 3 Asphalt"
"2018","Laurel St.","McBride","Catherine","500","9",7,4,4,438,27,"4/14","1980","",NA,"O","Local","No Base 3 Asphalt"
"2019","Laurel St.","Catherine","Lodi","600","9",8,4,5,210,27,"4/14","1980","",NA,"O","Local","No Base 3 Asphalt"
"2020","Laurel St.","Lodi","Alvord","700","6",2,2,1,905,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"2021","Lawrence St","Kirkpatrick","Pond","100","1",6,4,2,966,25,"4/15","1999","",NA,"F","Local","Base and Curbs"
"2022","Lea La","Swansea/C.L.","Village Dr.","100","4",4,2,4,686,0,"5/15","1980","",NA,"F","Local","Base and Curbs"
"2023","Leavenworth Ave","Erie Blvd.","Tracy","100","2",5,3,3,204,30,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"2024","Leavenworth Ave","Tracy","Wilkinson","100","2",7,3,4,306,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"2025","Leavenworth Ave","Park","W. Genesee","200","2",8,4,5,488,30,"4/14","2007","",NA,"F","Local","No Base 3 Asphalt"
"2026","Leavenworth Ave","W. Genesee","Belden","300","2",8,5,4,459,30,"4/14","2007","",NA,"F","Local","No Base 3 Asphalt"
"2027","Leavenworth Ave","Belden","Evans","400","2",3,3,1,354,NA,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"2028","Lemoyne Ave","Lodi","Salina","200","2",6,3,3,399,36,"4/14","1980","",NA,"F","Local","Base and Curbs"
"2029","Lemoyne Ave","Salina","Washington Sq.","300","1",7,4,5,210,36,"4/15","2007","",NA,"F","Local","No Base 3 Asphalt"
"2030","Lemoyne Ave","Washington Sq.","Carbon","400","1",8,4,5,210,36,"4/15","2007","",NA,"F","Local","No Base 3 Asphalt"
"2031","Lemoyne Ave","Carbon","Spring","500","1",4,2,2,495,36,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"2032","Lemoyne Ave","Spring","First North","600","1",5,2,3,747,36,"4/14","1986","",NA,"F","Local","Base and Curbs"
"2033","Lemoyne Ave","First North","Second North","700","1",4,2,2,465,36,"4/14","1986","",NA,"F","Local","No Base 3 Asphalt"
"2034","Lemoyne Ave","Second North","Grant Blvd.","800","1",4,3,2,495,36,"4/14","1986","",NA,"F","Local","No Base 3 Asphalt"
"2035","Lemoyne Ave","Grant Blvd.","Fourth North","900","1",7,3,4,525,36,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"2036","Lemoyne Ave","Fourth North","Willumae","1000","1",6,3,3,468,36,"4/14","2004","",NA,"F","Local","No Base 3 Asphalt"
"2037","Lemoyne Ave","Willumae","Seventh North","1100","1",6,3,3,913,36,"4/14","2004","",NA,"F","Local","No Base 3 Asphalt"
"2038","Lemoyne Ave","Seventh North","Kenwood","1200","1",7,4,4,360,36,"4/14","2005","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2039","Lemoyne Ave","Kenwood","Martin","1300","1",5,3,5,440,36,"4/14","2005","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2040","Lemoyne Ave","Martin","Merrill","1400","1",6,4,2,290,36,"4/14","2005","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2041","Lemoyne Ave","Merrill","Wadsworth","1500","1",5,2,2,935,36,"4/14","2005","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2042","Lemoyne Ave","Wadsworth","City line","1600","1",7,4,5,450,36,"4/14","2005","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"2043","Lennox Ave","Wescott","Roosevelt","100","17",6,3,4,303,29,"5/14","1980","",NA,"O","Local","Base and Curbs"
"2044","Lennox Ave","Roosevelt","Miles","200","17",5,2,4,342,29,"5/14","1980","",NA,"O","Local","Base and Curbs"
"2045","Lennox Ave","Miles","Fellows","300","17",5,3,4,339,29,"5/14","1980","",NA,"O","Local","Base and Curbs"
"2046","Leon St","Castle","Kennedy","200","18",5,3,2,940,22,"4/15","1998","",NA,"F","Local","No Base 3 Asphalt"
